"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Otu08141" "Bacteria" "Latescibacteria" "Latescibacteria_unclassified" "Latescibacteria_unclassified" "Latescibacteria_unclassified" "Latescibacteria_unclassified" ""
"Otu08142" "Bacteria" "Chloroflexi" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" ""
"Otu08143" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08144" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu08145" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" ""
"Otu08146" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Dactylosporangium" ""
"Otu08147" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophaceae" "Desulfomonile" ""
"Otu08148" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08149" "Bacteria" "Actinobacteria" "Actinobacteria" "Coriobacteriales" "Coriobacteriaceae" "Coriobacteriaceae_unclassified" ""
"Otu08150" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu08151" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08152" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonellaceae_unclassified" ""
"Otu08153" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Clostridium_XlVb" ""
"Otu08154" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Syntrophobacteraceae_unclassified" ""
"Otu08155" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sandarakinorhabdus" ""
"Otu08156" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomyces" ""
"Otu08157" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu08158" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu08159" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu08160" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu08161" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08162" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08163" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Novispirillum" ""
"Otu08164" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08165" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonadaceae_unclassified" ""
"Otu08166" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08167" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu08168" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08169" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Nocardioidaceae_unclassified" ""
"Otu08170" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08171" "Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Acidimicrobiales_unclassified" "Acidimicrobiales_unclassified" ""
"Otu08172" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08173" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonellaceae_unclassified" ""
"Otu08174" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Syntrophomonadaceae" "Syntrophomonadaceae_unclassified" ""
"Otu08175" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Spartobacteria_unclassified" "Spartobacteria_unclassified" "Spartobacteria_unclassified" ""
"Otu08176" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu08177" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu08178" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08179" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu08180" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu08181" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu08182" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08183" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Rhodothermaceae" "Rhodothermaceae_unclassified" ""
"Otu08184" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08185" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08186" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08187" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08188" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu08189" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08190" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu08191" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonellaceae_unclassified" ""
"Otu08192" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08193" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptostreptococcaceae" "Peptostreptococcaceae_unclassified" ""
"Otu08194" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08195" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08196" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu08197" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Oscillochloridaceae" "Oscillochloris" ""
"Otu08198" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu08199" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu08200" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu08201" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Sediminibacterium" ""
"Otu08202" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08203" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfobacteraceae_unclassified" ""
"Otu08204" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08205" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08206" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08207" "Bacteria" "Firmicutes" "Clostridia" "Halanaerobiales" "Halanaerobiaceae" "Halanaerobiaceae_unclassified" ""
"Otu08208" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08209" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacteraceae_unclassified" ""
"Otu08210" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08211" "Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" "Gp6_unclassified" "Gp6_unclassified" ""
"Otu08212" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08213" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Litorilinea" ""
"Otu08214" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu08215" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiaceae" "Thiobaca" ""
"Otu08216" "Bacteria" "Parcubacteria" "Parcubacteria_unclassified" "Parcubacteria_unclassified" "Parcubacteria_unclassified" "Parcubacteria_unclassified" ""
"Otu08217" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu08218" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Syntrophobacteraceae_unclassified" ""
"Otu08219" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Syntrophobacteraceae_unclassified" ""
"Otu08220" "Bacteria" "Chloroflexi" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" ""
"Otu08221" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08222" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Alcaligenaceae_unclassified" ""
"Otu08223" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Pontibacter" ""
"Otu08224" "Bacteria" "Spirochaetes" "Spirochaetia" "Spirochaetales" "Spirochaetaceae" "Treponema" ""
"Otu08225" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Carnobacteriaceae" "Carnobacteriaceae_unclassified" ""
"Otu08226" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08227" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Clostridium_XlVb" ""
"Otu08228" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08229" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08230" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetia_unclassified" "Planctomycetia_unclassified" "Planctomycetia_unclassified" ""
"Otu08231" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08232" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu08233" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonadaceae_unclassified" ""
"Otu08234" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Deefgea" ""
"Otu08235" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu08236" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08237" "Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" "Gp3_unclassified" "Gp3_unclassified" ""
"Otu08238" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu08239" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08240" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08241" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_IV" ""
"Otu08242" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08243" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08244" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Sulfuricurvum" ""
"Otu08245" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu08246" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08247" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Polyangiaceae_unclassified" ""
"Otu08248" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu08249" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu08250" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08251" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08252" "Bacteria" "Chloroflexi" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" ""
"Otu08253" "Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" "Gp6_unclassified" "Gp6_unclassified" ""
"Otu08254" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08255" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu08256" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Cellulomonadaceae" "Cellulomonadaceae_unclassified" ""
"Otu08257" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriaceae_unclassified" ""
"Otu08258" "Bacteria" "Firmicutes" "Clostridia" "Clostridia_unclassified" "Clostridia_unclassified" "Clostridia_unclassified" ""
"Otu08259" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08260" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu08261" "Bacteria" "Acidobacteria" "Acidobacteria_Gp17" "Gp17" "Gp17_unclassified" "Gp17_unclassified" ""
"Otu08262" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08263" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiales_unclassified" "Burkholderiales_unclassified" ""
"Otu08264" "Bacteria" "Verrucomicrobia" "Subdivision3" "Subdivision3_unclassified" "Subdivision3_unclassified" "Subdivision3_unclassified" ""
"Otu08265" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08266" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Xanthomonadaceae_unclassified" ""
"Otu08267" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08268" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08269" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu08270" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Rhodocyclales" "Rhodocyclaceae" "Shinella" ""
"Otu08271" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08272" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu08273" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08274" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptostreptococcaceae" "Clostridium_XI" ""
"Otu08275" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08276" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08277" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Enhydrobacter" ""
"Otu08278" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08279" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08280" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08281" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu08282" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingobium" ""
"Otu08283" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetaceae" "Arcanobacterium" ""
"Otu08284" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Verrucomicrobiaceae_unclassified" ""
"Otu08285" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Proteiniclasticum" ""
"Otu08286" "Bacteria" "Armatimonadetes" "Armatimonadetes_gp2" "Armatimonadetes_gp2_unclassified" "Armatimonadetes_gp2_unclassified" "Armatimonadetes_gp2_unclassified" ""
"Otu08287" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08288" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08289" "Bacteria" "Spirochaetes" "Spirochaetia" "Spirochaetales" "Spirochaetales_unclassified" "Spirochaetales_unclassified" ""
"Otu08290" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu08291" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08292" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Megasphaera" ""
"Otu08293" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu08294" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08295" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodobacteraceae_unclassified" ""
"Otu08296" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08297" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu08298" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08299" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08300" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu08301" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08302" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08303" "Bacteria" "Verrucomicrobia" "Subdivision3" "Subdivision3_unclassified" "Subdivision3_unclassified" "Subdivision3_unclassified" ""
"Otu08304" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Skermanella" ""
"Otu08305" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08306" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08307" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08308" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08309" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Polyangiaceae_unclassified" ""
"Otu08310" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu08311" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu08312" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08313" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu08314" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08315" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08316" "Bacteria" "Chlamydiae" "Chlamydiia" "Chlamydiales" "Parachlamydiaceae" "Neochlamydia" ""
"Otu08317" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08318" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Sporomusa" ""
"Otu08319" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08320" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiales_unclassified" "Verrucomicrobiales_unclassified" ""
"Otu08321" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu08322" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08323" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" ""
"Otu08324" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Pseudonocardiaceae" "Pseudonocardiaceae_unclassified" ""
"Otu08325" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu08326" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08327" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu08328" "Bacteria" "Chlamydiae" "Chlamydiia" "Chlamydiales" "Parachlamydiaceae" "Parachlamydia" ""
"Otu08329" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
